trip_id,agent_id,start_time,end_time,origin_node,destination_node,route_taken,trip_distance_km,trip_duration_min,average_speed_kmh
T000231,A2146475599120,06:00:00,06:04:20,558624,558624,"[558624, 1480413788, 1354974512, 11125275734, 15514036, 15515550, 565506, 2590269569, 2590224813]",0.7754849999999999,4.333333333333333,10.737484615384615
T000237,A2146475597584,06:00:00,06:10:10,30692117,30692117,"[30692117, 27462452, 27462453, 9294878842, 29536047, 641099, 641091, 786685630, 201301263, 2611084596, 30011202, 786685646, 30751252, 259592330, 30253222, 2644665494, 30498903, 255328279, 549944702, 560758, 561079, 10827677138, 561083, 561111, 561087, 561088, 561096, 1660770052, 30253228, 1661119508, 30253229, 30573591, 30253231, 30253232, 30253689, 30431090, 30431148, 7656109124, 30431144, 30431173, 30431214, 30431237]",3.8746430000000003,10.166666666666666,22.866745573770494
T000280,A2146475701136,06:00:00,06:16:20,616135,616135,"[616135, 558225, 410218, 516936, 616111, 1175308939, 25874329, 616144, 574980, 616138, 558046, 25948884, 587732068, 587732070, 557918, 530953058, 2692935313, 2295764825, 557951, 625187, 2294734644, 557943, 557958, 557959, 557960, 557961, 557962, 557963, 849482983, 557965, 557930, 557932, 557933, 557969, 557971, 835488667, 835488574, 4549350061, 6953606792, 4549350059, 1873349477, 1119255980, 1119255991, 1119256006, 31801128, 31801195, 31801136]",3.7893520000000005,16.333333333333332,13.920068571428574
T000084,A2146545024272,06:00:00,06:17:00,507634,507634,"[507634, 558850, 745615430, 2526768667, 30342110, 9595290964, 559492, 507627, 16421199, 559499, 507549, 507555, 507558, 259159115, 507361, 117301656, 604043, 1526383304, 604053, 2496701749, 602576060, 558178, 558179, 30837122, 558180, 366970403, 560094381, 558182, 30833193, 30833194]",7.123954999999999,17.0,25.143370588235292
T000108,A2146545070032,06:00:00,06:18:50,18358388,18358388,"[18358388, 18358381, 18358379, 18358390, 763176194, 31011315, 20640403, 18358391, 983438502, 983438500, 983438497, 983438498, 1437397187, 1437397184, 13714269, 982775282, 982775454, 1516671636, 1516671614, 1485838351, 560473, 638559753, 899277064, 12898667, 565537934, 578215302, 31660159, 1515241994, 2566869761, 899275654, 560466, 562669, 224017101, 31382178, 981221839, 31263108, 31263109, 31382850, 31263111, 224007582, 31263284, 224007565, 1067923790, 6069256004, 1663989267, 634328, 4004614398, 4004614438, 4004614464, 634495, 31079695, 1760015855, 1760015846, 34452880, 34452918, 34452912]",4.273462,18.833333333333332,13.614569203539824
T000053,A2146545066128,06:00:00,06:19:50,2577805480,2577805480,"[2577805480, 35788406, 2577805485, 2575584258, 1675761942, 35791153, 35791161, 484812925, 484812920, 484812915, 484812912, 484812909, 484812898, 484812901, 104169561, 2713308796, 162469, 1842180338, 1842180341, 2879685330, 2678905093, 43590500, 1842343086, 428209144, 28556383, 1678932165, 651669, 1681501906, 430204235, 27717759, 2671404582, 43584739, 1689936942, 290418875, 1689936939, 1689917381, 61768631, 2407368311, 761117130, 2407368284, 569670914, 45232781, 27731527, 1604260912, 1164119705, 613215, 1458920608, 569847039, 11212298532, 1458920850, 613291, 2020308295, 18301748, 2635967951, 561733, 2588224701, 561730, 2706983738, 7558969203, 561065, 562204, 32866023, 562310, 151194526]",7.881335,19.833333333333332,23.84269411764706
T000188,A2146475593808,06:00:00,06:20:40,5593095331,5593095331,"[5593095331, 5593095330, 29910651, 29910657, 29910659, 29910665, 559372, 565287, 315590165, 8380426268, 565286, 3184907274, 14851088, 14851064, 291796195, 3211279484, 565253, 559518, 559523, 559525, 559527, 559531, 30892656, 561938, 1861604526, 561559, 1027007069, 1027006642, 505122, 418347866, 504298, 1596102541, 1863308426, 1863308441, 39050660, 1596102683, 2631139792, 32691847, 32691085]",11.356308000000002,20.666666666666668,32.969926451612906
T000060,A2146545067024,06:00:00,06:20:50,34223602,34223602,"[34223602, 560040, 34209832, 845735454, 29627466, 162467, 20640398, 20640390, 31110233, 20640345, 640507081, 1652652400, 29627083, 20640402, 20640336, 20640335, 20640349, 30091863, 2633197910, 20640361, 1437482489, 20640373, 20640403, 2193443350, 4469978154, 3879825637, 2193443438, 30092236, 31008993, 558888, 561666, 30091858, 594817, 266893338, 16084701, 7279018852, 16083549, 8399825679, 7449331249, 560662, 16083385, 2115095352, 782530429, 30312142, 30312143, 27443571, 30312144, 16421148, 18358544, 16421076]",4.688340000000002,20.833333333333332,13.502419200000006
T000066,A2146545067920,06:00:00,06:21:20,558998,558998,"[558998, 559005, 2644665500, 2644665494, 30253222, 354972378, 2611084452, 786685646, 30011202, 2611084596, 201301263, 786685630, 641091, 641099, 30090097, 641102, 29536097, 641110, 641113, 641117, 641118, 786685623, 641120, 292036758, 13936421, 292036665, 641123, 346615310, 9338090444, 558557, 338964980, 29673507, 3172559112, 317833835, 317833837, 317833838, 30042302, 3172559127, 317833863, 553066695, 317833855, 553066710, 553066711, 30776006, 320249994, 30776000, 30775992, 30776023, 382305713, 382305715, 30776012, 31934773, 31934789, 31934794, 31934806, 31934821, 31934832, 31934846]",5.6210960000000005,21.333333333333332,15.809332500000004
T000095,A2146545011216,06:00:00,06:22:20,2061898600,2061898600,"[2061898600, 552973, 671472398, 60740131, 60740135, 671472415, 60740139, 671472390, 3046774132, 1529670160, 10220565125, 39677120, 10219118039]",2.140979,22.333333333333332,5.751883880597015
