trip_id,agent_id,start_time,end_time,origin_node,destination_node,route_taken,trip_distance_km,trip_duration_min,average_speed_kmh
T000107,A2143187474256,06:00:00,06:03:20,3465553935,3465553935,"[3465553935, 6549086557, 6549086559, 6549086545, 6549086517, 4895472554, 4895472553, 295223959, 295225253, 295224570, 295225162, 251875686, 7151526509, 307879670, 295721542, 295723852]",1.0319589999999998,3.3333333333333335,18.575262
T000257,A2141408101264,06:00:00,06:14:10,256638792,256638792,"[256638792, 255123266, 255123274, 1140116637, 261648717, 2312124650, 256171270, 256171269, 2312124652, 246162247, 220736368, 8372016197, 295735024, 566518786, 566518791, 2382679085, 8371915090, 330890888, 1513203619, 245551712, 315053422, 245550747, 261727907, 301015339, 301015318, 301015307, 245550863, 301015296, 298568292, 245537123, 245536638, 6521675288, 6521649777, 900784278, 389154416, 301025831, 8371897913, 1179019671, 9156929756, 301026193, 301026107, 219556835, 301029593, 301029680, 301029983, 251876099, 251876088, 251876086, 301617174, 301623258, 1360647554, 301648033, 300163892, 300163889, 301647091, 301647638]",4.993302000000001,14.166666666666666,21.1481025882353
T000300,A2141408107216,06:00:00,06:21:40,294749383,294749383,"[294749383, 248837723, 276553181, 7076444838, 248837716, 254306969, 254306981, 965876501, 248837714, 248837713, 254306977, 254306975, 266963860, 254306999, 248489813, 254307003, 254307006, 302960915, 248479357, 248479311, 248479312, 101071442, 255023738, 248479011, 1198115041, 1198115108, 251786906, 2407423149, 270199173, 251788800, 251786914, 251790537, 2407423140, 2183785405, 251785709, 251785707, 251788797, 251783679, 251783667, 537562499, 10606685233, 257740978, 257740977, 907699011, 756164310, 305860343, 756164300, 251783681, 1156356459, 1274860676, 305861162, 1122790759, 1122790466, 248835154, 387430860, 299617032, 306291378, 254093789, 306292514, 247847825, 247847938, 247847836, 247847816, 247845899, 306503677, 1122790525, 1122790582, 306506517, 306507050, 306506955, 1520277227]",6.656972,21.666666666666668,18.43469169230769
T000270,A2141408103376,06:00:00,06:22:00,301617868,301617868,"[301617868, 301619356, 11041955644, 11041955642, 1690269840, 11041955639, 301619818, 301619361, 301619745, 260978425, 295230318, 296256962, 900572712, 1179034854, 295230339, 295230463, 335605531, 260008704, 632018160, 260008721, 307881704, 307881728, 907905624, 295712763, 907905709, 907905652, 907905711, 295716800, 295716893, 259445287, 1294601227, 259445374, 7159180536, 7159180530, 6668052236, 307879635, 7151526509, 401492093, 356711186, 383923231, 730206355, 248532326, 248532360, 291624648, 2400144782, 1507824527, 1507835894, 259031458, 259031441, 259664781, 262459178, 1773916249, 259664787, 259664729, 259664882]",5.989577000000001,22.0,16.335210000000004
T000175,A2141408172432,06:00:00,06:22:20,219556328,219556328,"[219556328, 1080438427, 220869225, 220869237, 411313279, 219558051, 219558042, 2023496104, 219558021, 299617524, 298561603, 301469706, 301470328, 298561606, 3139086862, 417987438, 251876322, 301031284, 301032234, 301029552, 2150979977, 2150979973, 301029699, 301029548, 301029666, 301026624, 301026151, 727670684, 301026619, 301026597, 1179001221, 301026326, 1179001240, 301026092, 301026100, 7905436197, 301026170, 1179001206, 301025791, 301028806, 301028832, 301028835, 301028627, 301017794, 248977103, 2169728660, 301025523, 248977106, 301021401, 298568766, 298568696, 262520569, 301684333, 301686856, 301686844, 301687756, 1148863906, 301687160, 301688670, 1148863937, 299618234, 1304802497, 413484796, 413484803, 260200263, 498353383, 1355684502, 498353382, 327123653, 582610454, 327123670, 327123675, 1688919002, 925227767]",6.473821000000002,22.333333333333332,17.39235492537314
T000075,A2141408257424,06:00:00,06:25:10,300364821,300364821,"[300364821, 300364820, 300366781, 300365548, 300364717, 260349310, 4399357651, 260349175, 260349172, 260348408, 8678199302, 260348258, 260347992, 260346629, 260347486, 260347490, 260346934, 252017684, 252017689, 252017692, 307504086, 307504053, 252017696, 256927788, 365306517, 366618423, 366610526, 387228797, 705020547, 2076972690, 366387718, 387228820, 1192538992, 1192538975, 1192539130, 366387739, 366387733, 1192539050, 503504438, 503504435, 503504436, 503504437, 366386695, 1192539065, 1192539222, 503504452, 1192539030, 503504454]",16.509065000000007,25.166666666666668,39.35936026490067
T000103,A2141408261264,06:00:00,06:26:30,639358706,639358706,"[639358706, 302239113, 260218173, 260218176, 261607299, 261607307, 2390195295, 261571247, 281637940, 302738166, 281637952, 302740032, 302740033, 302740034, 302740284, 302740342, 302740360, 302740296, 2119107756, 302741580, 1540579970, 2176100563, 302740297, 1540579918, 302741800, 382007259, 302737486, 302741563, 302741623, 264253410, 302744223, 4719041044, 302741871, 5468704865, 1109783437, 302742109, 3659579044, 3771266970, 3659579043, 3659579026, 3659579059, 3659579069, 248837184, 246804385, 3659578810, 3659578799, 3659578794, 1339459249, 3659580256, 3659580255, 3659580246, 302976919, 302976771, 302976785, 302976735]",7.771632,26.5,17.596147924528303
T000296,A2141408106704,06:00:00,06:27:00,1196682918,1196682918,"[1196682918, 1196682997, 1196682948, 1196682954, 304995095, 304995059, 38296236, 303494448, 9565823602, 303494123, 303491837, 303485956, 303492059, 303485972, 249524090, 303493495, 245569321, 300113136, 300113141, 300113142, 300113155, 365467124, 365470219, 365470225, 365467567, 365467377, 31383256, 26496657, 256921912, 256922765, 288670199, 256926060, 26496718, 914327500, 314389173, 356964855, 1711179441, 356964835, 1812339090, 356958823, 2125771011]",19.449358,27.0,43.220795555555554
T000022,A2141408250128,06:00:00,06:29:00,294018420,294018420,"[294018420, 294018564, 291638401, 259283661, 259291741, 259291955, 291638576, 255402251, 309672108, 309055487, 413506142, 309671331, 294008018, 259326595, 259326583, 259325133, 7226778825, 259062331, 638797294, 308545741, 308545537, 294005184, 255400885, 294005182, 259327412, 294003152, 259068764, 259564566, 259564862, 259564827, 259564860, 259564912, 259564936, 1241310141, 1565579499, 2876158760, 2876158757, 2876158747, 2876158741, 3149967415, 1114961139, 255382658, 1114961136, 1114961523, 255382423, 255382424, 255382416, 294042889, 413514643, 248529892, 248529737, 248529742, 1641628151, 1075206236, 1780974811, 1075206234, 1075206261, 334194358, 292450071, 1537598034, 1537598038, 1537598042, 292450983, 292450971, 248527516, 248527517, 2292967533, 332014799, 259339054, 248528717, 2311545318, 2311545314, 783921315, 248528720, 356810325, 250723402, 1163140373, 1617125336, 295225884, 295225865, 1927789491, 1927795782, 1927789490, 295226192, 295226267]",6.2723749999999985,29.0,12.977327586206894
T000025,A2141408250512,06:00:00,06:29:10,1359856391,1359856391,"[1359856391, 247173763, 295241525, 295241493, 295241495, 298307660, 2297113869, 298307617, 298307715, 914051060, 914050984, 914051107, 914051047, 914051150, 653265527, 247236874, 690895200, 247237193, 401568183, 401569668, 401569670, 395215797, 401562776, 401562779, 395215410, 401551459, 261315814, 1427471911, 245808426, 245808441, 247285193, 247285188, 245809036, 245809143, 243901330, 245809000, 242162298, 3265933682, 242162251, 296249207, 296249268, 296265017, 314281410, 243880603, 262481512, 262481539, 309804709, 246518034, 302143784, 314309539, 243880837, 245914676, 302708125, 302707438, 245936978, 158659379, 158659376, 158659375, 158659002, 247227921, 158659000, 247224252, 247227733, 245936667, 247225258, 264485599, 310543538, 245938232, 570619143, 245938027, 245937965, 570616076, 1587508439, 310549754]",26.660197000000007,29.166666666666668,54.84383382857145
